,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
648,648,e6c014ef-ea91-4ac6-aede-df6572960680,Shamim Hossain,https://play-lh.googleusercontent.com/a-/ALV-UjXjc-9gW6OC8f3DQRm_L2rESDIM4BpQYCnKeVfX8Cnrd4UC-FU,It's very difficult to log in. I can't log in. I keep getting errors. Is there a need to create an app that doesn't let me log in?,1,43,1.1.70.01,2025-03-18 02:58:19,,,1.1.70.01
649,649,0e94bc24-c3a6-4a73-a519-8c2c1ef7de5d,You Just Made The List,https://play-lh.googleusercontent.com/a/ACg8ocI3rrNXMLIYv_QohPASe0_KdCRhVQEIfr7HJnKImCjKnQgicA=mo,"Worse day by day app could not connect with server please check your internet connection and try again leter, last 3 days app say that again again, my internet connection is stong i download movies watch youtube regularly, but nagad app can't not open,",1,2,,2022-03-24 07:39:51,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-04-22 09:11:47,
650,650,98c9c9c1-e3d7-47bb-9f7e-0ebbfa7c96c8,Tanvir Sajib,https://play-lh.googleusercontent.com/a-/ALV-UjWf-cacw9N8Mp6sQ3Cc62qdOc4Z7caKDQpttis4Dhv_9yP3luzs3g,"Worst experience with Nagad. They are holding my money without no reason. They suspended my account without any notice and they themselves do not follow their terms and conditions. Once I was a fan of Nagad, but from now, I will not recommend Nagad.",1,2,1.0.71.01,2021-09-06 22:38:48,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
",2022-08-15 18:22:55,1.0.71.01
651,651,91dc0636-f846-4990-8707-37981d50de53,MD Israqur Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjUUulwgVBytmTlNRcbInezVKm-oqsGQlhGGlrGp_tHjwtQiqKHnEg,"I can't open an account using my NID. Everytime I resubmit KYC info, the app tells me to verify the provided data. The person from call center told me to open account my using my number and a new unused NID. Why should I open my own account by using another person's NID? Annoying apps and service from nagad.",1,0,,2021-03-24 17:56:12,We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad. Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad,2022-08-16 09:28:45,
652,652,6d9afbb3-6085-47a9-ac3d-24a47aaca7c7,MOHD. JAHED HOSSAiN,https://play-lh.googleusercontent.com/a-/ALV-UjUIfgM1SSzT0KAuJiEGpVT7r1oL6RH5ipNAl-_s1rY9Reb3X6ZcZQ,Thanks Bangladesh Govt. For Introducing Nagad. Over All Better Than Other Apps Available in BD. Few Isuues Should Be Solved... Will Be More Easy. 1. Adding Marchent Number From Contact List. 2. Some Time We Save Number +880*********** So With +880 Number Should Be Work Nicely. Thanks Nagad Team For Beautiful Ui & Features,5,90,1.0.36.01,2020-07-24 13:40:01,"Thank you for your wonderful review. We are glad to know you have liked the experience. Our commitment towards ensuring customer satisfaction will only grow stronger. Stay with Nagad to enjoy more benefits.
Deshi Nagad E Beshi Labh
",2022-08-14 14:06:06,1.0.36.01
653,653,ff88560e-3894-41ee-84da-583a78b54e30,Kaissa Mastan,https://play-lh.googleusercontent.com/a/ACg8ocLh11DvNJvQn1t1RpN_MxM3HbbdJRU_F3nqLGe0ywqYAJ8wwA=mo,"I use 2 sim cards and both of have nagad, but when I login after removing one sim the otp doesn't come. i cashout but there was no transaction found in my sms and I can't login to app untill 6 hours. then how can I confirm my purchase without the transaction id?",1,39,1.1.70.01,2025-04-21 15:41:44,,,1.1.70.01
654,654,0e174bea-c4e1-468d-82ef-6143bd6be009,Mohammed Abul Khaer,https://play-lh.googleusercontent.com/a/ACg8ocKSTXgcWa9pF8-B8oUeM3EHmjdPN0SYdlTVxO6FqCNoyg0Mluk=mo,Very bad customer service experience. Last tow days I can't contact them. I uploaded all of my essential document to provide KYC. But they dont approve my document till now . Their call center number is always busy.,2,44,1.1.44.02,2023-06-20 16:09:48,,,1.1.44.02
655,655,f9604f61-3805-4e4e-a7db-89bfca2a524e,MD SHAHANUR RAHMAN,https://play-lh.googleusercontent.com/a-/ALV-UjWZi8reAHthzSVPIVAMUM1YvV1vtaHWsiRaRO1iTi-Ji2tDVHw,These cash apps of yours work very slowly. Sometimes the server shows problems. And the money does not want to be sent money. I hope you guys fix it.,1,2,,2024-10-09 12:46:36,,,
656,656,8771c15a-9886-4f42-9f4c-e27825456653,SHAKIBUL ISLAM,https://play-lh.googleusercontent.com/a-/ALV-UjXKXLE2X4pZPleb5CDRWcFPozWouuqaBfcQ_E8t87OK7RWPSsfN,"Very Bad. Suspended a huge amount of accounts without any notice or any fradual transaction. Boycott Nagad. They promote to buy and pay bill for various service through Nagad. And after doing that, they suspends people's account.",1,3,1.0.71.01,2021-09-05 16:09:24,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-18 16:44:25,1.0.71.01
657,657,2b5c2c64-3104-4f4e-b8d9-d884959ae081,Adnan Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjWD6C95R1fPGzdIcvspE_-6_RHGtNBLoZBF0T0pKwvs5fn7SBVDag,"NAGAD offered people to make payment on some e-commerce with 10-25% discount. Then when thus e-commerce site can't deliver products, they refunded the payment amount through mobile financial company NAGAD. NAGAD immediately suspended such accounts after receiving a refund from the e-commerce site for detecting fraudulent or unlawful activity. If such e-commerce sites were fraudulent, why had NAGAD previously offered to pay those sites with a discount???",1,5,1.0.78.04,2021-09-10 21:01:17,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
",2022-08-15 17:28:46,1.0.78.04
658,658,104529b5-9ae9-458d-af51-9ad9d1aea5ca,Bangora IT,https://play-lh.googleusercontent.com/a-/ALV-UjVhX-d6n5lrRHrleX9q1f-Zn2RAQr6L8O1h9llAYvPt1OCW8yDn,"I have my Google pixel 2 phone which have Android versions 11. But I can't login, having "" Sim binding error"". Finally I discovered that Nagad is working up to Android version 10. Looking forward to Nagad technical team for nex update.",5,40,1.0.48.01,2020-10-23 10:52:06,"Thank you for your review. We are constantly working to improve the quality of services. Stay with Nagad and enjoy more benefits.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
Deshi Nagad E Beshi Labh",2022-08-14 12:12:37,1.0.48.01
659,659,90e0ebe6-c14e-4955-9e61-003bd6de016e,Ontu Islam,https://play-lh.googleusercontent.com/a/ACg8ocI9ni8ch8bA7KT8_Ogg9KbP0xy2hQ4lrj-VyVzxNW7JA7pQQg=mo,"It's so good, but only one things problem. Problem is...when submit I'd for Kyc. And take face selfie, it's showing bugs, return main interface. So please developer fix it, many time I try it, but always showing it. I have feel so angry now... Thanks for reading my complain...",4,14,,2021-08-01 21:40:26,"Thank you for your wonderful review. We are glad to know you have liked the experience. Our commitment towards ensuring customer satisfaction will only grow stronger. Stay with Nagad to enjoy more benefits.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
Deshi Nagad E Beshi Labh
",2022-08-02 08:25:40,
660,660,1111507a-51e5-4ef0-9efd-7edec0bf3e36,Save Your Deen,https://play-lh.googleusercontent.com/a-/ALV-UjU6WraCpyhHw1dkXeNQThylwGBe7zCUp8hpnSTzzw5GLBfQuNEd,"Such a poor service! The OTP sending process is too slow for someone to go on with it or even tolerate for that much time it takes! Shame on you guys, You need a software engineer to fix the app. Though we should appreciate you for your one good job that is to open an islamic section.",1,4,,2024-05-14 20:09:08,,,
661,661,e5da112b-6ffe-4aee-a41e-c11122a1faa8,Dr Shadrukh Kabir,https://play-lh.googleusercontent.com/a-/ALV-UjWA8wPvYCfKGeGukHs4gAEnEvymSrahUPT2oSZw8WNWezZvKV9L,"Why it is not supported on Android 11 yet? Android 12 is coming soon. But it's very miserable that this app doesn't support on android 11. Everytime i open the app, it crashes with a white screen. So much disappointed.",1,90,1.0.62.01,2021-03-20 15:18:04,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
",2022-08-18 21:38:13,1.0.62.01
662,662,46fa1569-23ae-41ca-89ba-0e4fed3b3329,Abu Musa Al Hadi,https://play-lh.googleusercontent.com/a-/ALV-UjVapRvOYHCUbO4-3qoL4K87oNKi1mbsK8Hxlo9IJs3f6HlAqtYW,"Worst experience. Since few months It's I can't transaction anything. Again and again it Only showing that, Sim should be in slot one. My sim always stay in slot one. Very very very bad. I'm very much disappointed with this app.",1,1085,1.0.96.03,2022-01-16 19:20:18,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-05-16 13:41:31,1.0.96.03
663,663,a1445b04-50ee-477b-a93e-799d31b55049,Lead Gaming,https://play-lh.googleusercontent.com/a/ACg8ocKPuIE6HNW3_jBIQNGP4GAfO_BxySI98FCsNNLrMaupb1maKQ=mo,"They need to hiar better engineer. it was stuck every time. That tow day I was try hard to login that, but I can't ! it was disappointed me every time. all function working very slow. Bkash is better than Nagad!",1,58,1.1.46.02,2023-07-21 10:32:28,,,1.1.46.02
664,664,9ddb8637-19a1-41d7-a1ec-39d9f48ca596,Mohammad Azim Uddin Bhuiyan,https://play-lh.googleusercontent.com/a-/ALV-UjUHCUtDnFJYxfoAr5kOTtCyCQ7PsHisqWAZc1uRKYNNPipHx2Kh,"There is a problem with OTP. I didn't get any OTP, whay? Nagad should fixed that problem. it's just annoying.",1,2,1.0.48.01,2023-01-21 18:55:33,,,1.0.48.01
665,665,724a974e-a6f8-45d1-a143-cd7d0ae574a8,sakhibian rahim,https://play-lh.googleusercontent.com/a-/ALV-UjXSVXI3Yf1boaJjrMuPg84PmwJrsVL2clQcilz_7nQ7uqVLHOw,I think Nagad is better than any other mobile banking account system.Because of it will give us more than profit from any other mobile banking account system.But it has also a few bad side.Such as:now it is increase there money rate in thousand taka like a bkash and this same.Its totally unfair 😥😥.I and we will be so much happpy if Nagad will return there facilities.,3,4,1.0.41.01,2020-08-28 21:50:02,"Thank you for your review. We are constantly working to improve the quality of services. Stay with Nagad and enjoy more benefits.
Deshi Nagad E Beshi Labh
",2022-08-07 16:09:49,1.0.41.01
666,666,c848d62e-f2d8-413e-931f-b6300035f8e4,Mahmudul Hasan Raju,https://play-lh.googleusercontent.com/a-/ALV-UjUUnzdQleCbn8ZanhgRIT9A9niwo1nVIge2NEPeu4gBbVsqWIlS,Very Wrost Financial Service in Bangladesh. Your money is not safe here. Many users face account suspended issue without any cause. And there no customer support even there customer Number all time off or Line busy. So better to avoid this type app and service.,1,8,1.1.13.01,2022-07-03 20:01:50,"Thank you for your review. We are constantly working to improve the quality of services. Stay with Nagad and enjoy more benefits.
Deshi Nagad E Beshi Labh
",2022-07-09 10:26:02,1.1.13.01
667,667,27395501-818f-478b-9e7c-a4abd6831c17,Mr. Canify,https://play-lh.googleusercontent.com/a-/ALV-UjVSyK7nmYnXPeefVy8ChLJ3pB9giolWOpMA4Vp3qVYtGFv5ZaTD,"This is one of the worst app , when any user change their handset this fell into trouble.and this companies help line number is so busy, so I urge users, just choose another app, never use it",1,29,1.0.63.03,2021-05-22 13:28:12,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-16 07:52:05,1.0.63.03
668,668,01607847-f653-40f2-b6da-91f76f996a82,Mr Rehan71,https://play-lh.googleusercontent.com/a/ACg8ocIYMwO7RDlnFH362tFVfs1pxaQJOCqPtrmmw5rHNCcMMqmK-w=mo,I cant log in my account. And mostly problem who call received customers care call receiveder she can't solve my problem. I call 5 time and she say sorry. Sorry.sorry...nagad really...... Still my problem not solve 😠😠😠,1,23,1.0.88.01,2021-10-26 16:33:13,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2022-08-02 14:19:38,1.0.88.01
669,669,fd0ab752-2571-4578-938d-d8a8b7cf75e2,Shorif S. S.,https://play-lh.googleusercontent.com/a-/ALV-UjUCgHuLC9qF91lvY1bR87BUzCz7HS2EcS0QGBQpmBbvogMBsQ6d,"It’s totally third class apps! When I try to loginit gives different excuses. Invalid account,,, account deactivate,,, wrong password,,, is this a joke? Too much bad customers service.....",1,305,1.0.74.03,2021-07-13 12:38:20,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-18 16:22:22,1.0.74.03
670,670,d33bb288-74f6-40a9-9a40-720364ccd226,Md. Nazmus Sakib,https://play-lh.googleusercontent.com/a-/ALV-UjVPiRXNd5D6zyexa0Gz2Wu5TD95iG9iXxhMOOfGmKj1ePC3whfN,"Nagad isn't secure. Nagad suspended my account for no reason. Rather they are not available when people call their customer care and they cause the customer to suffer by talking about their mechanical faults. So, in my opinion it is advised not to use the nagad app.",1,84,1.0.77.01,2021-09-03 23:01:27,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.

",2022-08-18 21:10:28,1.0.77.01
671,671,4a7db306-56ee-46d0-924b-878dc301a669,Sourav Joy,https://play-lh.googleusercontent.com/a-/ALV-UjVQ8zr2eiAo9BRlApUV91hdV1-iW72DbFQrI86zfjkEgALiNPU,This apps do not deserve any rating . Its a scam app . They supend ueser account without any reason. If u have money on this app they transfer it soon. Otherwise ur account will be banned . Play store should remove this scam app,1,3,1.0.62.01,2021-09-05 11:28:52,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-18 17:16:23,1.0.62.01
672,672,32b551dd-c8b3-4a0e-be51-3f008adfe27d,Mezba Hasan,https://play-lh.googleusercontent.com/a-/ALV-UjX3Jj99fOL_uSutkIYeFQRNktKTgj4kUiPQ-FmJW-OSWsns8SuWcA,Worst experience! I forgot my pin and I tried to contact nagad helpline more than 1000 times but I couldn't.I mailed them but they didn't respond..If there were 0*..I would give this app 0*.,1,129,1.0.74.03,2021-09-07 16:01:29,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-15 17:37:37,1.0.74.03
673,673,343610c0-0829-4c72-850d-0353dbb00984,Samiul islam,https://play-lh.googleusercontent.com/a-/ALV-UjXEOcn5NSJyeEuS9qaXt4CfQOa7GZgDGFS2mGWK1Mc-7XlnN5QC,"Need live chat option I'll submit KYC but app isn't opening For these problems, customer care says to go to the nearest customer service but if I don't go to customer care, I will delete the account and use bKash. There is no need for these problems.",2,56,1.1.70.01,2025-03-26 08:06:40,,,1.1.70.01
674,674,5645e3cd-bccf-414d-a02c-a1ec65131962,Sheikh Shakib uzzaman,https://play-lh.googleusercontent.com/a-/ALV-UjUl1G4Rycy0WKQYW3pFv6QMmQ4moWBx5PbS0qWg_iR2UR0AEWb-,when I'm trying to send money to someone it shows me you have reached your limit. But I haven't any transactions yet. I have been trying another phone but the results are same. I can't satisfy with this support.,1,84,1.1.72.02,2025-04-28 20:51:15,,,1.1.72.02
675,675,ad7061b3-d929-48fe-9a4c-4f353ceb83c9,রাকিবুল ইসলাম,https://play-lh.googleusercontent.com/a-/ALV-UjUElE0_4XOXudG6hcEf_9VzNWQ7i-Pj2tQ7oPH3RrGGsJY8GoQ,Disgusting. Helpline numbers are always out of reach. As a teacher I faced various problems to ensure the stipend money for children. There are no comment about the hazards from Nagad. Totally disappointing.,1,4,1.1.13.01,2022-07-03 15:04:35,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2022-07-09 10:16:28,1.1.13.01
676,676,3a552f94-5e8a-4354-8a9f-057c2d12968a,Anisur,https://play-lh.googleusercontent.com/a-/ALV-UjUiEMzH0bEWQZ-zQpqxHcfXzWfyZy1LLN_zdeiNnv9uHxhaMKfP,"Their service is quit good.App interface is simple.Some Suggestions: 1. They can approach more organization where nagad is not used as a payment method. 2. App interface can be more smoother and eye catchy Thats all,waiting for their new feature.",4,19,,2023-02-01 20:20:32,,,
677,677,424a51ea-c0b7-4bc7-9e56-2086e0d0e3cb,Md. Raihanul Haque,https://play-lh.googleusercontent.com/a-/ALV-UjVt_yZ0IlXr-QJDMNSZtG2KoP92gUKMCYnM-6VM_uR9zuH3KQI,Add money from Government Bank like Agrani Bank Ltd. is missing that's why Govt employees who mandatory has their Salary account in Govt. Bank can't add money! Another thing is the availability Nagad points all around the country is limited that's why cash-in cash out is hard to do. I hope Nagad would solve these issues at their earliest convince!,4,2,1.1.16.01,2022-07-09 11:21:57,"Thank you for your review. We are constantly working to improve the quality of services. Stay with Nagad and enjoy more benefits.
Deshi Nagad E Beshi Labh",2022-08-04 09:54:00,1.1.16.01
678,678,59880b39-e8f9-4fb2-bbb3-496485b04112,Saklain Morshed,https://play-lh.googleusercontent.com/a-/ALV-UjX22kYcDp-xOo6fnCQDKVQOK3bYeHAMdmJ4Y6R8tlq_RsKO4c1g,They spread out as a govt affiliated Mobile Banking Service but that's quite wrong and it's very risky to keep our money to their account. Also there are suspension of many users without any guilt.They were giving 1* rating and then the Nagad paid to some users to gave a 5* rating. Corporate Politics is very extreme to Nagad.So everyone skip to use this app.,1,7,1.0.77.01,2021-09-05 23:58:16,We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.,2022-08-19 18:59:54,1.0.77.01
679,679,d34bf2bf-43c6-46a5-8549-69fee06fe66f,SALMAN HOSSAIN,https://play-lh.googleusercontent.com/a-/ALV-UjUwtOf8FmMjVkmdZIy5aMsiRwBGxqI2XqkL-mlgRoHKbYws0g,"I thought that NAGAD is helpful for all of us when i saw add money option in this app. But i could not found any National Bank in the list, like Agrani Bank, Rupali Bank etc. It is not acceptable from NAGAD.",1,18,1.0.57.02,2020-12-18 18:14:59,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2022-08-18 14:29:22,1.0.57.02
680,680,7e6b6129-0069-432c-9105-0b9f9d005cfa,Ibrahim Raihan,https://play-lh.googleusercontent.com/a-/ALV-UjVBZRkIWVxbP2Lv_VjXttfNp-8RD8UhbP4h9Nn-DjmPQ8Xh40w4,"After entering my PIN, a security code message was sent to my mobile number. However, I am unable to input the PIN into my Nagad account as the keyboard does not seem to be working at this time.",2,32,1.1.38.01,2023-03-30 11:25:32,,,1.1.38.01
681,681,c76f552e-c3b2-4d96-a4a7-be18d87b6e3a,Hridoy Saha,https://play-lh.googleusercontent.com/a-/ALV-UjWEZ4Mg86xS-l0S3zxIGkNxSMyRaJQVbtIj0gbAJsnKbd2k35g,Suddenly Without Notifying me and without any proper response suspender a lot off account as like as 1 core. My account also suspended without any reason. It's too much disappointing.,1,181,1.0.77.01,2021-09-07 17:22:33,We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.,2022-08-15 14:46:52,1.0.77.01
682,682,1e4183af-6e0f-4b08-beae-2b742110ad44,Md. Habibullah,https://play-lh.googleusercontent.com/a-/ALV-UjV_J4fTLniQf6nDSKBvWe8OK1xSx7cuD6tShvewp3f8XOLMQ1dhOw,"Cash-out charge are higher comparatively than other MFS. And also added for ""Send Money charge"". There are no ""My offer"" section in app. 'My offer' section must be added in app.",1,238,1.1.50.01,2023-09-11 11:08:28,,,1.1.50.01
683,683,084d25b9-29e3-45ef-a6d1-ed2a7b56278b,Sad Ahammad,https://play-lh.googleusercontent.com/a/ACg8ocKiPSgpC9Soo8R0AwhHpa3NcKWjdAnMSvLWAPaMOTY1GCKHOQ=mo,"The OTP while logging in doesn't come rather it shows that you have reached the limit,try again after 6 hours later..Now who hell is going to wait for more 6 hours.very disappointing.",1,28,1.1.70.01,2025-03-24 05:00:09,,,1.1.70.01
684,684,b461794f-85d4-4d89-8215-dffc14f4aca6,Manik Miah,https://play-lh.googleusercontent.com/a-/ALV-UjW_F1aenjiZmsXCMvABofL3N71_3RcG5mkNzmQnW8vjl2N0rw,Apps not working... I can't login from last 7 days/ more. Very bed service... I call 16167 for help they said It's mini problem & soltout within Short time 😭😭😭 They not provide any good service.,1,4,1.1.09.01,2025-01-18 14:29:53,,,1.1.09.01
685,685,4b72b129-55f4-4785-ac46-7e7db215c36e,A.R. Ayman,https://play-lh.googleusercontent.com/a-/ALV-UjXR5741bJfoAiI6gZy25bc68C3eFtRNsQNKq33vRF2xMdOz29IV,"It's been a month already, yet they didn’t progress half a step to fix the login issue. I used to use this app more than bKash or Rocket. But, I'm totally disappointed...",1,14,1.1.64.01,2025-01-30 11:09:04,,,1.1.64.01
686,686,b4d8a6c7-0098-4ca4-9c4b-57f95e28420f,Sheikh Abdullah Alvi,https://play-lh.googleusercontent.com/a-/ALV-UjURnNIlK9Tq14Pk4WQcIPmt88QJHKuKwnaeJAVBszCaeHwSkh8X,"Such a third class app with fake complimentary business, fast they promoted the e-commerce sites and then they said it’s totally harmful.They blocked many peoples money,even we cant cash out our savings cz they just suspended our account.",1,3,1.0.77.01,2021-09-05 20:50:51,We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.,2022-08-19 19:25:28,1.0.77.01
687,687,f15899cd-8a23-4215-9d89-a1490e096483,Sumaiya Khan,https://play-lh.googleusercontent.com/a-/ALV-UjU5Qm5-swBeIuXFylV9nkLjOCd9QsTUeJMPuIp87g-Jk4JQ0t2l,"Whats the problem with nagad, why I can't update the app, even can't cash out my money by dialing *167# , it's very disappointing, if I lose my money the liability goes to nagad for sure.",2,0,,2021-11-02 18:49:55,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-06-23 11:32:33,
688,688,b5c5d983-71b3-4c27-a4ca-d892c2cac787,Samsuzzoha Suad,https://play-lh.googleusercontent.com/a-/ALV-UjWtGcBwSAwF3FBUUUA_Ip-CpNXmr2WMkVupHvwvbaFRj8owARXj,"I had a refund from an e-commerce site and they just blocked my account with money and said I was involved with illegal transaction. Sadly, they don't know which is illegal and which is legal. I need my money back, nothing else.",1,2,,2021-09-04 11:24:25,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad. Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-18 20:10:21,
689,689,868bfb72-070e-4a3b-bddf-bb0450a35282,Tech Solution for Blind.,https://play-lh.googleusercontent.com/a/ACg8ocKTNQFyTl5Zn3JCuWzmW0h2muhpFVSjiSgxgwQXDm3f_lt_0w=mo,"As a blind user, facing difficulty while input pin No. The dial pad for inputing pin No. Tapping any key, it says 0. So for that reason, sometimes pin are getting incorrect. Thats not only my issue. Each and every blind facing this similar issue. Just for example, bkash is accessible. So to include the blind community towa nagad, make the appp accessible.",4,782,1.0.74.03,2021-07-26 12:17:16,"Thank you for your review. We are constantly working to improve the quality of services. Stay with Nagad and enjoy more benefits.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
Deshi Nagad E Beshi Labh",2022-08-04 15:20:36,1.0.74.03
690,690,cf59a920-e35f-4d71-98e8-68454c5d8dd2,Ancy Sayoko,https://play-lh.googleusercontent.com/a-/ALV-UjXVyOjng8cWzAAJITb4cAJgw-e7UQwQhMSruCHcuO4msJ7y2bI,By far the worst app. Bkash app works much better than this. I tried so many times to log into my account but it keeps saying something is wrong. Please fix the issues. It's frustrating,1,3,,2025-02-08 20:36:22,,,
691,691,02af3ae4-6f83-48ca-a658-89938f410223,Nahid Sultana,https://play-lh.googleusercontent.com/a/ACg8ocIVWZKZirfGsQ7ipUeVKio0TZDcuoeeOYVus8H1iZTGvwZwRA=mo,Very very disappointing.I have been trying to scan my NID for 3 hours but it doesn’t work.I couldn’t write my OTP the keyboard was not working what's the problem??why don’t you upgrade the app?,1,8,,2022-06-13 23:01:42,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad
",2022-08-08 20:14:55,
692,692,f72c2668-18a5-4fb4-a78b-e03bac248a74,Sagir Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocKomMBCT5QrN2Iucjb4HyylrmGPFgC4RojzthgE10DI9T-CBg=mo,"really bad. doesn't send otp and claims that I have reached the maximum amount of time to ask for a otp. I also put in the right pin, it just keeps telling error 😤😤😤",1,5,1.1.64.01,2025-02-19 09:05:31,,,1.1.64.01
693,693,e18e9ae5-39d5-442e-8327-cbe308b4787d,Hridoy Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVR4--eYMF8NHJ9JBKzg4ffeo3m8DHdRfQBCAmGnwkNlE3Fcig,I can't send money to others nagad number but i have about 20k taka Even i can't cash out from the app I can only cash out by dail code And i have called to the customer service several time but they didn’t response Totally bad experience with nagad,1,3,,2025-03-01 10:51:08,,,
694,694,4d288ff1-9b54-4ec8-862b-7a4f08c9d63c,Asif Shahriar,https://play-lh.googleusercontent.com/a-/ALV-UjXHt8_OPrrgh20Gx10cmIXJkZz1u08btfdfi4uhSYtnyEHFBMSO,A very poor customer care services. There is a customer care number but it always remains busy.what should we do?? Please improve your customer care services with multi hotline numbers & many more.,1,22,1.0.71.01,2021-07-07 19:30:31,আমরা আন্তরিকভাবে দুঃখিত আপনার অভিজ্ঞতার ব্যাপারে। আমাদের লক্ষ্য গ্রাহকের সন্তুষ্টি অর্জন করা। আপনার এই রিভিউ আমাদের সেবার মান উন্নয়নে সাহায্য করবে। নগদের সাথে থাকুন।,2022-08-19 10:14:36,1.0.71.01
695,695,3889ac4a-1ab0-4a7c-bc59-8d44f5c620a0,Abdullah Al Mamun,https://play-lh.googleusercontent.com/a-/ALV-UjV-rJ3znbjeSj_9OjGRJi3xb5tl5gQ3yImX-L52l02T7ZD7oe76,I was trying to open an account but everytime i was capturing the back side of my NID card it say it could not process the back side of my NID card. Hope you fix this problem.,1,5,,2020-08-01 09:28:05,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2022-08-16 13:59:00,
696,696,25cbecdf-6d98-424d-a9d6-4732763d2616,Fahim Muntacher,https://play-lh.googleusercontent.com/a-/ALV-UjUhQlKYHPMt6bnjOu7-U1cYPgKXDB6cx0o6nBBWMfHWtzIvKloJ,It's very worst money transfer app. I need help their support team but a lot of time I called them but they're showing that they are busy.,1,2,,2022-06-21 11:12:47,"We are extremely sorry to hear about your experience. Our goal is to create customer satisfaction. Your review will help us improve our service quality. Stay with Nagad.
Please share your problem details in our inbox. Facebook (Inbox) Link: https://m.me/MyNagad",2022-08-08 13:45:59,
